employee_id,job_role,job_level,business_travel,overtime,monthly_income,hourly_rate,daily_rate,monthly_rate,percent_salary_hike,stock_option_level,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
813,Laboratory Technician,2,Travel_Rarely,No,3149,82,1325,21821,20,1,3,5,2,1,4
815,Research Director,4,Travel_Rarely,No,17639,64,691,6881,16,0,3,4,3,0,3
816,Laboratory Technician,1,Travel_Rarely,Yes,2319,36,805,6689,11,1,1,1,0,0,0
817,Research Director,3,Travel_Rarely,No,11691,49,213,25995,11,0,3,13,9,3,7
819,Sales Executive,2,Travel_Rarely,No,5324,69,118,26507,15,0,3,3,2,0,2
820,Manager,4,Travel_Rarely,Yes,16752,33,202,12982,11,1,3,26,14,3,0
823,Manufacturing Director,2,Travel_Rarely,No,5228,35,676,23361,15,1,2,9,7,0,5
824,Research Scientist,1,Travel_Rarely,No,2700,81,1252,23779,24,1,3,10,7,0,7
825,Research Director,5,Travel_Rarely,Yes,19246,31,286,25761,12,0,2,31,15,13,8
826,Research Scientist,1,Travel_Rarely,No,2506,40,1258,13301,13,0,0,2,2,2,2
827,Manufacturing Director,2,Travel_Rarely,Yes,6062,43,932,4051,13,1,4,4,3,0,2
828,Research Scientist,1,Travel_Rarely,No,4382,46,890,16374,17,0,3,2,2,2,1
829,Human Resources,1,Travel_Rarely,No,2143,36,1041,25527,13,1,2,5,2,0,4
830,Manufacturing Director,2,Travel_Rarely,No,6162,98,859,19124,12,1,3,14,13,6,8
832,Laboratory Technician,2,Travel_Frequently,No,5094,51,720,11983,14,0,6,1,0,0,0
833,Manufacturing Director,2,Travel_Rarely,Yes,6877,52,946,20234,24,0,4,0,0,0,0
834,Research Scientist,1,Travel_Rarely,No,2274,95,252,6153,14,0,3,1,0,0,0
836,Manufacturing Director,2,Travel_Rarely,No,4434,98,933,11806,13,1,3,9,8,7,8
837,Healthcare Representative,2,Travel_Frequently,No,6288,45,471,4284,15,1,3,4,3,1,2
838,Research Scientist,1,Travel_Frequently,No,2553,100,702,8306,16,0,3,5,2,1,3
840,Sales Executive,3,Travel_Rarely,No,7654,43,1184,5860,18,2,3,9,8,7,7
842,Sales Executive,2,Travel_Rarely,No,5160,37,436,21519,16,0,3,9,7,7,3
843,Research Director,4,Travel_Rarely,No,17159,94,589,5200,24,1,3,4,1,1,0
844,Research Director,3,Travel_Rarely,Yes,12808,42,269,8842,16,1,3,9,8,0,8
845,Manufacturing Director,3,Travel_Rarely,No,10221,59,950,18869,21,0,3,8,5,1,6
846,Sales Executive,2,Travel_Rarely,Yes,4779,81,760,3698,20,0,2,8,7,7,5
847,Human Resources,1,Travel_Rarely,No,3737,88,829,2243,19,1,1,3,2,0,2
848,Research Scientist,1,Travel_Frequently,Yes,2366,88,887,20898,14,1,2,8,7,1,7
850,Research Scientist,1,Non-Travel,No,1706,50,443,16571,11,3,6,0,0,0,0
851,Manager,4,Travel_Rarely,No,16307,66,1318,5594,14,1,2,20,6,4,17
852,Healthcare Representative,2,Travel_Rarely,No,5933,50,625,5197,12,0,2,5,2,2,3
854,Research Scientist,1,Travel_Rarely,No,3424,65,180,21632,13,0,3,4,3,0,1
855,Sales Executive,2,Travel_Rarely,No,4037,48,586,21816,22,1,5,9,8,0,8
856,Research Scientist,1,Travel_Rarely,No,2559,53,1343,17852,11,0,3,6,5,1,1
857,Sales Executive,2,Travel_Rarely,Yes,6201,56,928,2823,14,1,1,18,14,4,11
859,Sales Executive,2,Travel_Rarely,No,4403,73,117,9250,11,1,3,5,2,0,3
861,Research Scientist,1,Travel_Frequently,No,3761,75,1012,2373,12,1,3,5,4,0,3
862,Sales Executive,3,Travel_Rarely,Yes,10934,78,661,20715,18,1,3,5,2,0,4
864,Sales Executive,3,Travel_Rarely,Yes,10761,74,930,19239,12,1,2,5,4,0,2
865,Research Scientist,2,Travel_Rarely,No,5175,91,638,22162,12,1,3,5,3,1,3
867,Manufacturing Director,4,Travel_Frequently,No,13826,81,890,19028,22,0,3,9,8,0,0
868,Sales Executive,2,Travel_Rarely,No,6334,66,342,24558,19,2,2,1,0,0,0
869,Human Resources,1,Travel_Rarely,No,4936,63,1169,23965,13,1,6,5,1,0,4
872,Manufacturing Director,2,Travel_Rarely,No,4775,33,1230,19146,22,2,2,2,2,2,2
874,Laboratory Technician,1,Travel_Rarely,Yes,2818,62,986,5044,24,1,2,3,2,0,2
875,Research Scientist,1,Travel_Frequently,Yes,2515,35,1271,9068,14,0,2,2,1,2,2
878,Human Resources,1,Travel_Rarely,No,2342,77,1278,8635,21,0,3,5,4,0,3
879,Sales Executive,2,Travel_Rarely,Yes,4194,98,141,14363,18,0,3,5,3,0,3
880,Manufacturing Director,3,Travel_Rarely,Yes,10685,66,607,23457,20,1,2,17,14,5,15
881,Research Scientist,1,Travel_Frequently,Yes,2022,96,130,16612,19,1,3,10,2,7,8
882,Laboratory Technician,1,Non-Travel,No,2314,61,300,9148,12,1,2,3,0,0,2
885,Sales Executive,2,Travel_Rarely,No,4256,87,583,18154,12,0,1,5,2,0,3
887,Research Scientist,1,Travel_Rarely,No,3580,36,1418,10554,16,1,2,4,2,0,2
888,Laboratory Technician,1,Non-Travel,No,3162,46,1269,10778,17,0,2,5,2,3,4
889,Sales Executive,2,Travel_Frequently,No,6524,48,379,8891,14,1,3,10,8,5,3
893,Sales Representative,1,Travel_Rarely,No,2899,98,395,12102,19,1,3,2,2,1,2
894,Laboratory Technician,2,Travel_Rarely,Yes,5231,95,1265,23726,13,1,1,5,3,1,3
895,Research Scientist,1,Travel_Rarely,Yes,2356,48,1222,14871,19,1,2,6,4,0,2
896,Sales Representative,1,Travel_Rarely,Yes,2800,48,341,23522,19,3,3,3,2,0,2
897,Sales Executive,4,Travel_Rarely,No,11836,73,868,22789,14,1,3,2,0,2,2
899,Manufacturing Director,3,Travel_Rarely,No,10903,78,672,9129,16,0,2,13,10,4,8
900,Sales Representative,1,Travel_Frequently,No,2973,54,1231,21222,15,1,3,5,4,0,0
901,Research Director,4,Travel_Rarely,No,14275,72,102,20206,18,0,0,12,9,3,8
902,Healthcare Representative,2,Travel_Frequently,No,5562,33,422,21782,13,1,2,5,2,2,2
903,Sales Executive,2,Travel_Rarely,Yes,4537,35,249,17783,22,1,2,7,6,7,7
904,Sales Executive,3,Non-Travel,Yes,7642,32,1252,4814,13,0,2,10,0,0,9
905,Manager,4,Non-Travel,No,17924,98,881,4544,11,1,3,31,6,14,7
909,Human Resources,2,Travel_Rarely,No,5204,42,1383,7790,11,2,2,5,4,0,4
910,Human Resources,1,Travel_Rarely,Yes,2277,57,1075,22650,11,1,4,4,3,0,3
911,Laboratory Technician,1,Travel_Rarely,Yes,2795,87,374,18016,24,0,2,1,0,0,1
912,Laboratory Technician,1,Travel_Rarely,No,2532,62,1086,6054,14,3,5,4,3,0,3
913,Research Scientist,1,Travel_Rarely,Yes,2559,61,661,7508,13,0,0,8,7,7,1
916,Sales Executive,2,Travel_Rarely,No,4908,98,821,24252,14,0,3,4,2,0,2
918,Laboratory Technician,1,Travel_Frequently,Yes,2380,57,781,13384,14,1,3,1,0,0,0
920,Manufacturing Director,2,Travel_Rarely,No,4765,55,177,23814,21,1,2,1,0,0,0
922,Sales Representative,1,Travel_Rarely,No,2044,49,500,22052,13,0,3,2,2,0,2
923,Research Scientist,1,Travel_Rarely,No,2693,65,1427,8870,19,0,3,1,0,0,0
924,Healthcare Representative,2,Travel_Rarely,Yes,6586,68,1425,4821,17,1,2,16,8,4,11
925,Sales Representative,1,Travel_Rarely,Yes,3294,65,1454,13137,18,0,3,3,2,1,2
926,Manufacturing Director,2,Travel_Rarely,Yes,4171,34,617,10022,19,1,3,3,2,0,2
927,Laboratory Technician,1,Travel_Rarely,Yes,2778,57,1085,17725,13,1,1,7,7,1,0
930,Research Scientist,1,Travel_Rarely,No,2377,77,995,9834,18,1,2,2,2,2,2
932,Laboratory Technician,1,Travel_Rarely,Yes,2404,70,1122,4303,21,0,2,2,2,2,2
933,Research Scientist,1,Travel_Rarely,No,2318,76,618,17808,19,0,2,1,1,0,0
934,Laboratory Technician,1,Travel_Rarely,No,2008,83,546,6896,14,2,3,1,0,1,0
936,Sales Executive,2,Travel_Rarely,No,6244,68,462,7824,17,0,6,5,4,0,3
939,Research Scientist,1,Travel_Rarely,Yes,2799,100,1198,3339,11,0,1,3,2,0,2
940,Healthcare Representative,3,Travel_Rarely,Yes,10552,37,1272,9255,13,1,3,6,0,0,4
941,Sales Representative,1,Travel_Rarely,No,2329,41,154,11737,15,0,2,7,7,5,2
942,Healthcare Representative,2,Travel_Rarely,Yes,4014,51,1137,19170,25,1,2,10,6,0,7
944,Laboratory Technician,3,Travel_Rarely,No,7403,51,527,22477,11,1,3,26,9,1,7
945,Research Scientist,1,Travel_Rarely,No,2259,51,1469,5543,17,2,2,0,0,0,0
947,Sales Executive,2,Non-Travel,No,6932,45,1188,24406,13,1,2,9,8,0,0
949,Research Scientist,1,Travel_Rarely,No,4678,65,188,23293,18,0,6,6,2,0,1
950,Research Director,3,Travel_Rarely,No,13582,80,1333,16292,13,1,3,15,12,5,11
951,Laboratory Technician,1,Non-Travel,No,2332,70,1184,3974,20,0,3,3,0,0,2
952,Sales Representative,1,Travel_Rarely,Yes,2413,36,867,18798,18,3,2,1,0,0,0
954,Sales Executive,3,Travel_Rarely,No,9705,67,658,20652,12,1,2,1,0,0,0
956,Sales Executive,2,Travel_Frequently,No,4294,52,1283,11148,12,0,2,7,7,0,7
957,Laboratory Technician,1,Travel_Rarely,Yes,4721,59,263,3119,13,0,3,18,13,2,17
958,Laboratory Technician,1,Travel_Rarely,No,2519,79,938,12287,21,0,6,11,8,3,9
959,Sales Representative,1,Travel_Rarely,Yes,2121,37,419,9947,13,0,3,1,0,0,0
960,Laboratory Technician,1,Travel_Rarely,No,2973,84,129,13008,19,0,2,1,0,0,0
961,Healthcare Representative,2,Travel_Rarely,Yes,5855,41,616,17369,11,2,2,9,7,8,5
964,Research Scientist,1,Travel_Frequently,Yes,3617,35,1469,25063,14,1,2,1,1,0,0
966,Manufacturing Director,2,Travel_Rarely,No,6725,93,498,13554,12,1,2,8,7,6,3
967,Sales Executive,3,Travel_Rarely,Yes,10325,51,530,5518,11,1,6,16,7,3,7
969,Healthcare Representative,2,Travel_Rarely,No,6949,42,1069,12291,14,0,3,5,0,1,4
970,Sales Executive,3,Travel_Rarely,No,10609,46,625,14922,11,0,2,14,1,11,7
972,Laboratory Technician,2,Non-Travel,No,4447,57,805,23163,12,0,5,9,7,0,8
974,Sales Representative,1,Travel_Frequently,No,2157,84,1404,18203,15,1,5,3,1,0,2
975,Sales Executive,2,Travel_Rarely,No,4601,86,1219,6179,16,0,3,5,2,1,0
976,Manager,4,Travel_Rarely,No,17099,70,1053,13829,15,1,2,9,8,7,8
977,Research Scientist,1,Travel_Rarely,No,2479,51,289,26227,24,0,4,1,0,0,0
981,Manager,4,Travel_Rarely,No,14852,45,1376,13938,13,1,3,17,13,15,2
982,Sales Executive,3,Travel_Rarely,No,7264,62,231,9977,11,1,2,8,4,7,7
983,Sales Executive,2,Non-Travel,Yes,5666,85,152,19899,13,0,1,5,3,1,3
984,Sales Executive,3,Travel_Rarely,No,7823,92,882,6812,13,1,2,10,9,0,8
985,Sales Executive,3,Travel_Rarely,No,7880,41,903,2560,18,0,3,8,7,0,7
986,Sales Executive,4,Non-Travel,Yes,13194,100,1479,17071,16,0,2,1,0,0,0
987,Manufacturing Director,2,Travel_Frequently,Yes,5067,64,1379,6759,19,0,3,19,10,2,7
990,Sales Executive,2,Non-Travel,No,5079,84,1229,25952,13,2,3,7,7,0,7
991,Research Scientist,1,Non-Travel,Yes,2321,46,335,10322,22,0,0,3,2,1,2
992,Manager,4,Non-Travel,No,17444,38,722,20489,11,0,2,10,8,6,0
994,Research Scientist,1,Travel_Rarely,Yes,2404,92,906,11479,20,0,5,0,0,0,0
995,Research Scientist,1,Travel_Rarely,No,3452,53,461,17241,18,0,4,3,2,0,2
996,Laboratory Technician,1,Travel_Rarely,No,2270,91,974,11005,14,2,2,5,3,0,2
997,Research Director,4,Travel_Rarely,No,17399,66,1126,6615,22,1,1,5,4,1,3
998,Healthcare Representative,2,Travel_Frequently,Yes,5488,84,827,20161,13,1,2,6,5,1,2
999,Research Director,5,Travel_Frequently,No,19419,64,840,3735,17,1,2,18,16,0,11
1001,Laboratory Technician,1,Travel_Rarely,No,2811,37,1134,12086,14,1,2,2,2,2,2
1002,Laboratory Technician,2,Non-Travel,Yes,3633,42,248,14039,15,1,2,9,8,0,8
1003,Sales Executive,2,Travel_Rarely,Yes,4163,83,955,8571,17,0,0,9,0,0,7
1004,Research Scientist,1,Travel_Rarely,Yes,2132,48,138,11539,11,0,2,5,2,0,1
1005,Manufacturing Director,4,Travel_Rarely,Yes,13973,95,939,4161,18,1,2,12,11,1,5
1006,Research Scientist,1,Travel_Frequently,No,2684,66,1391,12127,17,1,0,2,1,0,2
1007,Manufacturing Director,3,Travel_Rarely,No,10845,75,566,24208,13,1,3,8,7,0,7
1009,Manufacturing Director,2,Travel_Rarely,No,4377,41,1206,24117,15,2,6,4,2,3,2
1010,Laboratory Technician,1,Travel_Rarely,Yes,3743,39,622,10074,24,1,2,4,2,0,2
1011,Manufacturing Director,2,Travel_Frequently,No,4148,96,853,11275,12,1,1,4,3,0,3
1012,Research Scientist,1,Non-Travel,No,1051,73,287,13493,15,0,2,0,0,0,0
1013,Manufacturing Director,3,Travel_Rarely,No,10739,56,1441,13943,11,1,2,10,7,0,8
1014,Healthcare Representative,3,Travel_Rarely,Yes,10388,57,583,6975,11,1,3,16,10,10,1
1015,Research Director,3,Travel_Rarely,Yes,11416,73,153,17802,12,3,4,8,7,1,7
1016,Research Scientist,1,Travel_Rarely,Yes,2600,98,1097,18275,15,0,2,1,0,0,0
1017,Laboratory Technician,1,Travel_Frequently,No,2422,60,109,25725,17,0,3,3,2,1,2
1018,Manufacturing Director,2,Travel_Rarely,No,5472,32,1066,3334,12,0,2,8,7,1,3
1019,Laboratory Technician,1,Travel_Rarely,No,2451,94,217,6881,15,1,3,4,3,1,1
1022,Healthcare Representative,2,Travel_Rarely,No,4240,97,277,13119,13,0,0,2,2,2,2
1024,Healthcare Representative,3,Travel_Rarely,No,10999,78,1355,22245,14,0,3,15,11,4,8
1025,Manufacturing Director,2,Travel_Rarely,No,5003,42,549,23371,14,0,6,2,2,2,1
1026,Manufacturing Director,4,Travel_Rarely,No,12742,65,466,7060,16,1,3,21,6,11,8
1027,Manufacturing Director,2,Travel_Rarely,No,4227,47,1055,4658,18,1,2,3,2,2,2
1028,Laboratory Technician,1,Travel_Rarely,No,3917,45,802,9541,20,1,4,3,2,1,2
1029,Manager,5,Travel_Rarely,No,18303,90,265,7770,13,0,3,1,0,0,0
1030,Laboratory Technician,1,Travel_Rarely,No,2380,64,804,20165,18,0,5,1,0,0,0
1032,Manufacturing Director,4,Travel_Rarely,Yes,13726,69,715,21829,13,0,4,5,3,4,3
1033,Healthcare Representative,2,Travel_Rarely,No,4777,61,1141,14382,15,0,2,1,0,0,0
1034,Healthcare Representative,2,Travel_Frequently,Yes,6385,62,135,12992,14,2,3,8,7,6,7
1035,Research Director,5,Non-Travel,No,19973,55,247,20284,22,2,3,21,16,5,10
1036,Sales Executive,2,Travel_Rarely,Yes,6861,42,1035,4981,12,0,1,1,0,0,0
1037,Sales Executive,2,Non-Travel,No,4969,79,265,21813,18,0,6,2,2,2,2
1038,Manager,5,Travel_Rarely,No,19845,57,266,25846,15,1,3,32,14,6,9
1039,Sales Executive,4,Travel_Rarely,Yes,13320,53,1448,11737,18,1,2,12,11,11,11
1040,Sales Executive,2,Non-Travel,No,6347,95,145,24920,12,1,3,18,7,0,13
1042,Laboratory Technician,1,Travel_Rarely,No,2743,43,885,8269,16,0,1,17,13,15,14
1043,Manufacturing Director,3,Travel_Frequently,Yes,10880,82,945,5083,13,0,2,21,6,2,8
1044,Sales Representative,1,Non-Travel,No,2342,88,1038,21437,19,0,2,2,2,2,2
1045,Manager,4,Travel_Rarely,No,17650,90,1234,5404,13,1,4,9,3,1,1
1046,Laboratory Technician,1,Non-Travel,No,4025,69,1109,11135,12,0,2,8,7,7,7
1047,Sales Executive,2,Travel_Rarely,No,9725,75,216,12278,11,1,2,15,1,0,9
1048,Manager,3,Travel_Rarely,Yes,11904,66,1089,11038,14,1,1,6,4,0,4
1049,Human Resources,1,Travel_Rarely,No,2177,36,788,8318,16,0,3,6,3,0,4
1050,Sales Executive,3,Travel_Frequently,No,7525,38,124,23537,12,1,2,15,7,6,12
1052,Laboratory Technician,2,Travel_Rarely,No,4834,81,660,7858,14,1,3,1,0,0,0
1053,Research Scientist,1,Travel_Frequently,Yes,2042,57,342,15346,14,1,2,3,2,1,2
1055,Sales Representative,1,Travel_Rarely,Yes,2220,87,1333,18410,19,1,2,1,1,0,0
1056,Sales Representative,1,Travel_Rarely,No,1052,74,1144,23384,22,0,5,1,0,0,0
1060,Research Scientist,1,Travel_Frequently,No,2821,44,1186,2997,16,1,2,2,2,2,2
1061,Research Director,5,Travel_Rarely,Yes,19237,62,1464,12853,11,1,2,8,1,7,7
1062,Healthcare Representative,2,Travel_Rarely,No,4107,35,124,13848,15,0,3,4,3,0,1
1066,Sales Executive,2,Travel_Rarely,No,8396,74,300,22217,14,1,3,7,7,7,5
1068,Research Scientist,1,Travel_Frequently,No,2007,66,921,25265,13,2,5,5,3,1,3
1069,Research Director,5,Travel_Rarely,No,19627,40,430,21445,17,2,0,2,2,2,2
1070,Sales Executive,3,Travel_Rarely,No,10686,41,1082,8392,11,1,4,9,4,7,0
1071,Research Scientist,1,Travel_Frequently,No,2942,63,1240,12154,19,1,4,5,4,0,3
1073,Manufacturing Director,3,Travel_Rarely,No,8858,51,796,15669,11,0,2,14,8,7,8
1074,Manager,4,Non-Travel,No,16756,40,444,17323,15,0,3,9,7,6,2
1076,Sales Executive,3,Travel_Rarely,No,10798,79,415,5268,13,1,5,1,0,0,0
1077,Sales Representative,1,Travel_Frequently,Yes,2323,54,769,17205,14,0,3,2,2,0,2
1079,Laboratory Technician,1,Travel_Rarely,No,1416,36,1334,17258,13,0,6,1,0,1,0
1080,Research Scientist,2,Travel_Rarely,Yes,4615,74,1003,21029,23,3,2,16,13,1,7
1081,Research Scientist,1,Travel_Rarely,Yes,2461,34,1323,10332,12,3,2,10,0,2,7
1082,Healthcare Representative,3,Non-Travel,No,8722,72,1366,12355,12,0,2,10,7,1,9
1083,Laboratory Technician,1,Travel_Rarely,No,3955,59,192,11141,16,2,2,5,3,1,3
1084,Manufacturing Director,2,Travel_Rarely,No,9957,85,1176,9096,15,1,1,6,2,0,2
1085,Research Scientist,1,Travel_Rarely,No,3376,43,509,18863,13,0,3,10,6,0,8
1088,Healthcare Representative,3,Travel_Rarely,No,8823,65,330,24608,18,1,4,19,9,1,9
1092,Healthcare Representative,3,Travel_Rarely,No,10322,61,1492,26542,20,1,6,11,10,11,1
1094,Laboratory Technician,1,Non-Travel,No,4621,87,1277,5869,19,3,4,3,2,1,2
1096,Manufacturing Director,3,Travel_Frequently,No,10976,65,1091,15813,18,1,4,3,2,1,2
1097,Research Scientist,2,Travel_Rarely,No,3660,59,857,7909,13,0,4,8,7,1,7
1098,Human Resources,3,Travel_Rarely,No,10482,91,1376,2326,14,1,1,20,6,3,6
1099,Healthcare Representative,3,Travel_Rarely,No,7119,34,654,21214,15,1,2,3,2,1,2
1100,Sales Executive,3,Travel_Rarely,Yes,9582,86,1204,10333,22,0,2,8,7,4,7
1101,Research Scientist,2,Travel_Frequently,No,4508,54,827,3129,22,0,4,13,7,3,8
1102,Laboratory Technician,1,Travel_Rarely,No,2207,50,895,22482,16,1,5,4,2,2,2
1103,Healthcare Representative,2,Travel_Frequently,No,7756,45,618,22266,17,0,1,6,2,0,4
1105,Sales Executive,2,Travel_Rarely,Yes,6694,88,309,24223,14,3,5,1,0,0,0
1106,Laboratory Technician,1,Travel_Rarely,Yes,3691,32,1219,4605,15,1,3,7,7,5,6
1107,Laboratory Technician,1,Travel_Rarely,No,2377,37,1330,19373,20,1,0,1,1,0,0
1108,Research Scientist,1,Travel_Rarely,Yes,2313,55,1017,2993,20,0,0,2,2,2,2
1109,Manager,4,Travel_Rarely,No,17665,35,469,14399,17,1,3,22,6,13,7
1111,Laboratory Technician,1,Travel_Frequently,No,2596,45,1009,7160,15,2,2,1,0,0,0
1113,Sales Executive,2,Travel_Frequently,Yes,4728,81,959,17251,14,0,4,0,0,0,0
1114,Sales Executive,2,Travel_Frequently,No,4302,30,970,13401,17,1,3,3,2,0,2
1115,Research Scientist,1,Non-Travel,No,2979,40,697,22478,17,3,2,0,0,0,0
1116,Manager,4,Non-Travel,No,16885,35,1262,16154,22,0,3,5,4,2,1
1117,Sales Executive,2,Non-Travel,No,5593,65,1050,17970,13,1,2,15,10,4,12
1118,Healthcare Representative,3,Travel_Rarely,No,10445,87,994,15322,19,0,4,8,6,4,0
1119,Sales Executive,3,Travel_Rarely,Yes,8740,73,770,5569,14,2,2,8,7,2,7
1120,Research Scientist,1,Travel_Rarely,No,2514,93,1107,26968,22,1,1,7,5,1,7
1121,Manufacturing Director,3,Travel_Rarely,No,7655,93,950,8039,17,3,3,9,7,1,7
1124,Manager,4,Travel_Rarely,No,17465,52,406,15596,12,1,3,12,9,4,9
1125,Sales Executive,3,Travel_Rarely,No,7351,32,130,20619,16,0,2,1,0,0,0
1126,Manufacturing Director,3,Travel_Frequently,No,10820,83,1082,11535,11,1,1,8,7,0,1
1127,Healthcare Representative,4,Travel_Frequently,No,12169,84,203,13547,11,3,4,18,7,11,5
1128,Research Director,5,Travel_Rarely,No,19626,44,1308,17544,14,0,2,20,7,4,9
1131,Research Scientist,1,Travel_Rarely,Yes,2070,70,984,25326,11,0,6,2,2,2,2
1132,Laboratory Technician,2,Non-Travel,No,6782,70,439,8770,15,0,2,5,4,0,3
1133,Manufacturing Director,2,Non-Travel,No,7779,78,217,23238,20,0,0,11,9,0,9
1135,Sales Representative,1,Travel_Frequently,No,2791,67,793,21981,12,1,4,2,2,2,2
1136,Research Scientist,1,Travel_Rarely,No,3201,67,1451,19911,17,0,2,5,3,0,4
1137,Sales Executive,2,Travel_Frequently,No,4968,54,1182,18500,11,1,3,5,2,0,2
1138,Sales Executive,4,Travel_Rarely,No,13120,56,174,11879,17,1,3,9,8,2,3
1140,Manufacturing Director,2,Travel_Frequently,No,4033,95,1003,15834,11,0,3,3,2,0,2
1143,Research Scientist,1,Travel_Frequently,No,3291,61,490,17940,14,2,2,7,5,1,1
1148,Laboratory Technician,2,Travel_Rarely,No,4272,56,188,9558,19,0,3,1,0,0,0
1150,Manufacturing Director,2,Travel_Rarely,Yes,5056,79,718,17689,15,1,2,10,7,1,2
1152,Human Resources,1,Travel_Rarely,No,2844,37,433,6004,13,1,2,7,6,5,0
1154,Research Scientist,1,Travel_Frequently,Yes,2703,39,773,22088,14,1,2,3,1,0,2
1156,Laboratory Technician,1,Non-Travel,No,1904,80,247,13556,12,0,0,0,0,0,0
1157,Sales Executive,2,Travel_Rarely,Yes,8224,77,603,18385,17,0,3,5,2,0,3
1158,Laboratory Technician,1,Travel_Rarely,Yes,4766,46,167,9051,11,1,4,1,0,0,0
1160,Laboratory Technician,1,Travel_Frequently,No,2610,72,874,6233,12,1,5,2,2,2,2
1161,Healthcare Representative,2,Travel_Rarely,No,5731,52,367,17171,13,2,2,6,2,1,3
1162,Research Scientist,1,Travel_Rarely,No,2539,55,199,7950,13,1,0,4,2,2,2
1163,Sales Executive,2,Travel_Rarely,No,5714,70,1400,5829,20,0,3,6,5,1,3
1164,Human Resources,1,Travel_Rarely,No,4323,100,528,7108,17,0,2,5,4,1,4
1165,Sales Executive,3,Travel_Rarely,No,7336,45,408,11162,13,1,3,11,8,3,10
1166,Research Director,3,Travel_Frequently,No,13499,88,593,13782,17,0,3,18,7,2,13
1167,Sales Executive,4,Travel_Frequently,Yes,13758,44,481,2447,12,0,2,21,9,13,14
1171,Sales Executive,2,Travel_Rarely,No,5155,45,647,2253,13,0,3,6,4,1,5
1172,Laboratory Technician,1,Travel_Rarely,No,2258,58,982,16340,12,1,2,8,0,1,7
1173,Laboratory Technician,1,Travel_Rarely,No,3597,49,477,6409,22,0,2,4,3,1,2
1175,Laboratory Technician,1,Travel_Rarely,Yes,2515,79,1485,22955,11,0,4,1,1,0,0
1177,Laboratory Technician,1,Travel_Rarely,No,4420,82,1384,13421,22,1,2,8,7,0,7
1179,Sales Executive,2,Travel_Rarely,No,6578,72,852,2706,18,1,3,10,3,1,4
1180,Research Scientist,2,Travel_Frequently,Yes,4422,92,902,21203,13,1,3,1,1,0,0
1182,Manufacturing Director,3,Travel_Rarely,No,10274,44,819,19588,18,1,2,7,7,6,4
1184,Healthcare Representative,2,Travel_Frequently,No,5343,97,669,25755,20,0,3,13,9,4,9
1185,Laboratory Technician,1,Travel_Frequently,No,2376,47,636,26537,13,1,2,2,2,2,2
1188,Sales Executive,2,Travel_Rarely,No,5346,85,1372,9489,13,0,2,4,3,1,3
1190,Sales Representative,1,Non-Travel,No,2827,76,862,14947,12,3,3,1,0,0,0
1191,Manager,5,Travel_Rarely,No,19943,92,718,18575,13,1,2,5,2,4,2
1192,Laboratory Technician,1,Travel_Rarely,No,3131,54,1401,26342,13,1,5,10,8,0,8
1193,Research Scientist,1,Travel_Rarely,No,2552,54,645,7172,25,0,4,1,1,0,0
1195,Research Scientist,1,Travel_Rarely,Yes,4477,83,1457,20100,19,1,2,3,2,0,2
1196,Manufacturing Director,2,Travel_Rarely,No,6474,56,977,9961,13,1,2,14,8,3,11
1198,Laboratory Technician,1,Travel_Rarely,No,3033,87,805,12828,12,0,2,2,2,1,2
1200,Research Scientist,1,Travel_Rarely,Yes,2936,96,1097,10826,11,0,4,6,4,0,2
1201,Manager,5,Travel_Rarely,No,18606,50,1223,18640,18,1,6,7,7,4,7
1202,Research Scientist,1,Travel_Rarely,Yes,2168,69,942,26933,18,1,2,5,4,1,3
1203,Research Scientist,1,Travel_Frequently,Yes,2853,48,1256,4223,11,1,5,0,0,0,0
1204,Manager,4,Travel_Rarely,No,17048,69,1402,24097,23,0,2,26,15,15,9
1206,Research Scientist,1,Non-Travel,No,2290,74,111,4279,13,0,3,0,0,0,0
1207,Human Resources,1,Travel_Rarely,No,3600,99,147,8429,13,1,2,5,4,1,4
1210,Research Scientist,1,Non-Travel,No,2107,95,906,20293,17,1,2,1,0,0,0
1211,Sales Executive,2,Travel_Rarely,No,4115,61,1329,13192,19,3,3,4,3,0,3
1212,Sales Executive,2,Travel_Frequently,No,4327,62,1184,25440,12,3,2,0,0,0,0
1215,Manager,4,Travel_Frequently,No,17856,30,1421,9490,22,1,3,2,2,2,2
1216,Laboratory Technician,1,Travel_Rarely,No,3196,78,1179,12449,12,3,2,6,5,3,3
1217,Research Director,5,Travel_Rarely,No,19081,52,1450,10849,11,1,2,4,2,0,3
1218,Sales Executive,2,Travel_Rarely,Yes,8966,94,1361,21026,15,3,2,7,7,1,7
1219,Laboratory Technician,1,Travel_Rarely,No,2210,97,984,3372,13,1,3,1,0,0,0
1220,Sales Executive,2,Travel_Frequently,No,4539,82,1146,4905,12,1,3,10,7,0,1
1221,Laboratory Technician,1,Travel_Rarely,No,2741,60,917,6865,14,1,4,7,7,1,7
1224,Laboratory Technician,2,Travel_Rarely,No,3491,49,853,11309,13,3,4,10,7,8,9
1225,Research Scientist,2,Travel_Rarely,No,4541,32,200,7744,25,0,3,20,11,13,17
1226,Sales Representative,1,Travel_Rarely,No,2678,43,654,5050,17,0,2,2,1,2,2
1228,Manufacturing Director,2,Travel_Rarely,No,7379,60,150,17433,11,1,3,6,3,1,4
